"STATION","DATE","HN01","LN01","PRCP","TAVG"
"USC00128784","2014",,,"43.85","47.8"
"USC00128784","2015",,,"46.22","50.9"
"USC00128784","2016",,,"42.72","53.2"
"USC00128784","2017",,,"52.16","52.8"
"USC00128784","2018","81","38","45.06","51.3"
"USC00128784","2019","80","38","40.40","51.2"
"USC00128784","2020","79","35","42.30","52.2"
"USC00128784","2021","79","32","49.58",
"USC00128784","2022",,,,
"USC00107644","2014",,,"17.70","44.9"
"USC00107644","2015",,,"11.92","45.9"
"USC00107644","2016",,,"12.90",
"USC00107644","2020",,,,"44.9"
"USC00107644","2021",,,,"46.6"
"USC00107644","2022",,,,"44.1"
"USC00359461","2014","81","34","36.06","56.7"
"USC00359461","2015","83","33","32.99","57.1"
"USC00359461","2016",,,"44.93","56.1"
"USC00359461","2017",,,"37.34","54.8"
"USC00359461","2018",,,"28.57",
"USC00359461","2019",,,"35.81","54.6"
"USC00359461","2020",,,"29.90","56.2"
"USC00359461","2021",,,"29.02","56.3"
"USC00359461","2022",,,"31.57","55.1"
"USC00427516","2015",,,"11.10","64.1"
"USC00427516","2016",,,"11.82","64.3"
"USC00427516","2017",,,"10.50","64.4"
"USC00427516","2018",,,"9.93","64.2"
"USC00427516","2019",,,"16.17","61.6"
"USC00427516","2020",,,"7.13","63.8"
"USC00427516","2021",,,"8.84","65.0"
"USC00427516","2022",,,"5.89","64.2"
"USC00017207","2015",,,"59.98","60.4"
"USC00017207","2016",,,"42.84","61.7"
"USC00017207","2017",,,"69.48","61.2"
"USC00017207","2018",,,"66.00","60.0"
"USC00017207","2019",,,"69.57","61.2"
"USC00017207","2020",,,"71.22","60.3"
"USC00017207","2021",,,"73.81","60.0"
"USC00017207","2022",,,"59.65","59.8"
"USC00415094","2015",,,"66.52",
"USC00415094","2021",,,"30.65",
"USC00415094","2022",,,"32.71",
"USC00231801","2014","79","21","47.83","53.9"
"USC00231801","2015","79","24","52.06","56.9"
"USC00231801","2016","80","29","39.15","58.4"
"USC00231801","2017","79","21","37.99","58.1"
"USC00231801","2018","80","16","37.77","56.3"
"USC00231801","2019","80","29","46.54","55.5"
"USC00231801","2020","79","29","47.16","56.2"
"USC00231801","2021","80","32","51.88","57.2"
"USC00231801","2022","81","25","33.25","55.9"
"USC00412011","2014","86","50","27.10","70.2"
"USC00412011","2015","83","48","42.96","71.4"
"USC00412011","2016","85","53","33.83","73.3"
"USC00412011","2017","85","50","29.88","73.5"
"USC00412011","2018",,,"41.50","71.5"
"USC00412011","2019","84","54","24.65","72.3"
"USC00412011","2020","82","56","27.37","73.6"
"USC00412011","2021","81","48","46.69","72.8"
"USC00412011","2022","83","52","25.98","72.4"
"USC00162212","2014",,,"63.58","66.2"
"USC00162212","2017",,,"74.37",
"USC00162212","2018",,,"64.99",
"USC00162212","2019",,,"66.31",
"USC00162212","2021",,,"74.58",
"USC00162212","2022",,,"47.80",
"USC00348570","2014","86","35",,"59.8"
"USC00348570","2015","89","35","73.69","61.6"
"USC00348570","2016","90","34","36.61","63.2"
"USC00348570","2017",,,"44.72",
"USC00348570","2018","90","33","57.39","61.2"
"USC00348570","2019","88","35","43.37","61.0"
"USC00348570","2020","87","37","40.87","61.7"
"USC00348570","2021","87","33",,"61.5"
"USC00348570","2022","90","33",,"62.1"
"USC00143930","2014","76","32","26.02","53.1"
"USC00143930","2015",,,"29.48","56.5"
"USC00143930","2016","79","33","40.61","57.2"
"USC00143930","2017","81","32","25.53","57.1"
"USC00143930","2018",,,"39.78","55.6"
"USC00143930","2019","83","27","29.61","54.3"
"USC00143930","2020","85","32","25.65","55.7"
"USC00143930","2021","86","29","27.46","56.4"
"USC00143930","2022","89","29","20.86","56.2"
"USC00245761","2015","73","30","12.52","45.7"
"USC00245761","2017",,,,
"USC00417944","2014","88","38","15.81","65.0"
"USC00417944","2015","90","38","25.94","65.1"
"USC00417944","2016","90","39","32.57","66.4"
"USC00417944","2017","88","38","19.47","66.9"
"USC00417944","2018","90","33","32.83","65.3"
"USC00417944","2019","87","37","19.73","64.9"
"USC00417944","2020","88","39","19.82","66.1"
"USC00417944","2021","87","31","22.86","65.1"
"USC00417944","2022","91","35","15.53","66.7"
"USC00241047","2014",,,"17.43","44.3"
"USC00241047","2015","74","28","13.99","46.8"
"USC00241047","2016",,,"15.26",
"USC00241047","2017","72","26","17.56","44.6"
"USC00241047","2018","69","26","17.69","43.7"
"USC00241047","2019","69","17","18.93","41.2"
"USC00241047","2020","71","23","11.45","45.5"
"USC00241047","2021","74","16","13.80","46.2"
"USC00241047","2022","74","26","16.77","43.2"
"USW00024127","2014",,,"14.48","55.5"
"USW00024127","2015",,,"16.17","56.3"
"USW00024127","2016",,,"14.89","56.2"
"USW00024127","2017",,,"16.04","56.1"
"USW00024127","2018",,,"13.24","56.2"
"USW00024127","2019",,,"20.13","53.5"
"USW00024127","2020",,,"8.99","55.6"
"USW00024127","2021",,,"15.38","56.2"
"USW00024127","2022",,,"12.61","55.8"
"USW00023034","2014",,,"16.71","66.6"
"USW00023034","2015",,,"26.81","66.8"
"USW00023034","2016",,,"35.75","67.6"
"USW00023034","2017",,,"18.49","67.9"
"USW00023034","2018",,,"34.09","66.8"
"USW00023034","2019",,,"17.74","66.7"
"USW00023034","2020",,,"20.07","67.6"
"USW00023034","2021",,,"23.25","66.4"
"USW00023034","2022",,,"13.72","67.8"
"USC00408562","2014","79","35","49.33","56.5"
"USC00408562","2015","88","36","53.02","58.9"
"USC00408562","2016","89","37","52.57","60.2"
"USC00408562","2017","84","36","62.40","59.8"
"USC00408562","2018","87","35","58.06","58.8"
"USC00408562","2019","81","38","72.73","59.6"
"USC00408562","2020","82","32","58.11","58.3"
"USC00408562","2021",,,"53.00","58.5"
"USC00408562","2022",,,"54.00","58.0"
"USC00410639","2014",,,,"69.9"
"USC00410639","2015",,,,"69.9"
"USC00410639","2016",,,,"71.7"
"USC00410639","2017",,,"32.44",
"USC00410639","2018",,,"40.56","70.2"
"USC00410639","2019",,,"17.59","70.4"
"USC00410639","2020",,,"28.37",
"USC00410639","2021",,,"46.07","71.1"
"USC00410639","2022",,,"24.58",
"USC00341266","2014","85","32",,"61.8"
"USC00341266","2015","90","33",,"63.4"
"USC00341266","2016","91","32","38.99","64.5"
"USC00341266","2017","89","32","30.65","64.5"
"USC00341266","2018","91","30","45.97",
"USC00341266","2019",,,"45.38","62.6"
"USC00341266","2020","88","35","40.48","63.2"
"USC00341266","2021","87","31",,"62.7"
"USC00341266","2022","90","29",,"63.1"
"USC00403679","2014","80","28","36.31","55.3"
"USC00403679","2015","80","29","47.86","57.5"
"USC00403679","2016","84","30","39.93",
"USC00403679","2017","81","20","40.09","57.8"
"USC00403679","2018","81","28","56.37","57.8"
"USC00403679","2019","79","32","57.76","58.3"
"USC00403679","2020","82","32","60.52","57.1"
"USC00403679","2021","80","15","49.00","56.7"
"USC00403679","2022","81","31","41.78","56.6"
"USC00285195","2022","76","28","50.93","54.6"
"USC00347002","2014",,,,"59.2"
"USC00347002","2015",,,,"60.9"
"USC00347002","2016","87","28","29.23","62.7"
"USC00347002","2017",,,"41.44",
"USC00347002","2018","85","30","38.51","59.8"
"USC00347002","2019","86","32","51.46","59.7"
"USC00347002","2020","83","34",,"60.7"
"USC00347002","2021",,,,"60.9"
"USC00347002","2022","86","26",,"61.2"
"USC00120830","2014","72","23","40.96","46.8"
"USC00120830","2015","72","10","52.47","49.8"
"USC00120830","2016",,,,
"USC00120830","2017",,,"45.67","51.9"
"USC00120830","2018",,,,
"USC00120830","2019",,,,
"USC00120830","2020",,,,
"USC00120830","2021",,,,
"USC00381814","2014","81","36","38.87","61.0"
"USC00381814","2015",,,"66.58","63.1"
"USC00381814","2016",,,"28.50","63.4"
"USC00381814","2017","80","39","43.09","62.8"
"USC00381814","2018","82","34","62.09","61.9"
"USC00381814","2019","84","38","44.81","62.9"
"USC00381814","2020",,,"59.89","62.3"
"USC00381814","2021",,,"43.11","61.6"
"USC00381814","2022","82","32","47.42","61.6"
"USC00349428","2014","83","28",,
"USC00349428","2015","83","28",,"60.5"
"USC00349428","2016","85","24",,"61.7"
"USC00349428","2017","85","25",,"61.0"
"USC00349428","2018","86","21","35.35","60.1"
"USC00349428","2019","85","28","43.92","59.0"
"USC00349428","2020","84","32",,"60.2"
"USC00349428","2021",,,,"60.7"
"USC00349428","2022","86","26",,"61.0"
"USC00415410","2014",,,"21.62",
"USC00415410","2015",,,"29.86",
"USC00415410","2016",,,"14.31",
"USC00415410","2017",,,"20.96",
"USC00415410","2018",,,"14.93",
"USC00415410","2019",,,"24.59",
"USC00415410","2020",,,"10.98",
"USC00415410","2021",,,"20.46",
"USC00415410","2022",,,"14.24",
"USC00395090","2014",,,"23.00","42.3"
"USC00395090","2015",,,"29.55","46.7"
"USC00395090","2016",,,"28.57","47.5"
"USC00395090","2017",,,"20.96","46.2"
"USC00395090","2018",,,"30.21","43.6"
"USC00395090","2019",,,"44.59","42.0"
"USC00395090","2020",,,"17.48","45.8"
"USC00395090","2021",,,"18.61","47.2"
"USC00395090","2022",,,"20.89",
"USC00346282","2014","82","30",,"56.7"
"USC00346282","2015","84","28",,"59.1"
"USC00346282","2016","86","28",,"60.6"
"USC00346282","2017",,,"37.82","59.9"
"USC00346282","2018","83","26",,"57.8"
"USC00346282","2019",,,,
"USC00346282","2020","82","32",,"58.6"
"USC00346282","2021","83","23",,"59.1"
"USC00346282","2022",,,,"58.8"
"USC00226476","2014",,,"57.40",
"USC00226476","2015","88","44","58.97","66.2"
"USC00226476","2016","89","45","53.15","66.5"
"USC00226476","2017","87","45","57.92","66.3"
"USC00226476","2018",,,,
"USC00116344","2014","70","18","40.02","48.9"
"USC00116344","2015","70","8","52.30","52.0"
"USC00116344","2016","77","29","42.24","53.9"
"USC00116344","2017","78","31","36.77","53.9"
"USC00116344","2018","78","24","49.61","51.9"
"USC00116344","2019","79","23","41.33","51.7"
"USC00116344","2020","76","29","40.57","52.6"
"USC00116344","2021","76","28","42.81","53.2"
"USC00116344","2022","76","24","36.92","51.3"
"USC00415415","2014",,,"49.89","63.1"
"USC00415415","2015",,,"74.21",
"USC00405187","2014","78","33","52.09","55.4"
"USC00405187","2015",,,"54.04",
"USC00405187","2016","81","29","33.64","59.5"
"USC00405187","2017",,,"56.57",
"USC00405187","2018","79","30","61.48","59.4"
"USC00405187","2019","79","36","68.72","60.7"
"USC00405187","2020","79","38","70.97","60.0"
"USC00405187","2021","79","34","75.07","59.3"
"USC00405187","2022","81","35","68.62","59.0"
"USC00340180","2014","85","34",,"61.1"
"USC00340180","2015","88","34","34.99",
"USC00340180","2016","87","34","36.40","63.4"
"USC00340180","2017","88","33","30.06","63.1"
"USC00340180","2018","87","30","29.99",
"USC00340180","2019","88","35","26.34","61.7"
"USC00340180","2020","86","37","26.42","62.3"
"USC00340180","2021","85","32",,"62.3"
"USC00340180","2022","90","33",,"63.5"
"USC00351862","2014",,,"45.96","54.8"
"USC00351862","2015",,,"41.02","55.2"
"USC00351862","2016",,,,
"USC00351862","2017",,,,
"USC00351862","2018","75","36","33.07","53.6"
"USC00351862","2019","75","35","33.65","52.3"
"USC00351862","2020","73","37","41.12","53.5"
"USC00351862","2021","78","36","42.73","53.9"
"USC00351862","2022","79","25","39.73","52.8"
